TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
12067;2024-03-07 16:09:28;133681937.0;28;0;11;0;3145;2024-03-09;2
12068;2024-03-07 16:09:35;52421010.53;28;8;20;8;549;2024-03-08;1
12069;2024-03-07 16:10:35;41397325.03;5;1;2;1;433;2024-03-09;2
12070;2024-03-07 16:11:27;235597035.8;27;7;5;7;7084;2024-03-09;2
12071;2024-03-07 16:11:30;118765541.66;8;0;24;0;2067;2024-03-09;2
12072;2024-03-07 16:11:56;94079250.04;23;1;11;1;1956;2024-03-09;2
12073;2024-03-07 16:12:33;310152160.96;17;0;13;0;2148;2024-03-08;2
12074;2024-03-07 16:12:41;249760281.18;28;0;22;0;5902;2024-03-09;2
12075;2024-03-07 16:12:45;359458072.1;9;1;19;1;5567;2024-03-08;1
12076;2024-03-07 16:13:19;133634897.95;7;3;1;3;6812;2024-03-09;2
12077;2024-03-07 16:13:49;222613490.39;23;1;30;1;2408;2024-03-09;2
12078;2024-03-07 16:14:07;75685923.64;10;2;23;2;6023;2024-03-09;2
12079;2024-03-07 16:14:18;82334210.05;8;0;15;0;7261;2024-03-08;2
12080;2024-03-07 16:15:33;147513684.63;22;6;21;6;5708;2024-03-09;2
12081;2024-03-07 16:15:54;199914160.66;13;0;30;0;3980;2024-03-08;2
12082;2024-03-07 16:15:58;99519932.85;27;4;15;4;5864;2024-03-08;1
12083;2024-03-07 16:16:45;67608941.97;16;0;9;0;6041;2024-03-08;2
12084;2024-03-07 16:16:53;35150571.68;8;8;12;8;3014;2024-03-09;2
12085;2024-03-07 16:17:02;93086353.45;16;0;9;0;7387;2024-03-09;2
12086;2024-03-07 16:17:05;95398432.76;16;0;20;0;2571;2024-03-07;1
12087;2024-03-07 16:17:43;104420454.49;30;2;21;2;5641;2024-03-09;2
12088;2024-03-07 16:17:53;124574880.64;13;6;20;6;4742;2024-03-09;2
12089;2024-03-07 16:19:33;194794545.14;20;0;23;0;1139;2024-03-08;2
12090;2024-03-07 16:19:42;21228328.7;28;4;29;4;5488;2024-03-09;2
12091;2024-03-07 16:19:50;224491859.53;23;6;17;6;6170;2024-03-09;2
12092;2024-03-07 16:19:57;75382540.47;9;6;30;6;4421;2024-03-08;1
12093;2024-03-07 16:20:12;11870498.16;27;3;4;3;4471;2024-03-09;2
12094;2024-03-07 16:20:15;35239052.7;23;6;21;6;4419;2024-03-09;2
12095;2024-03-07 16:20:29;121406313.24;10;0;5;0;3307;2024-03-09;2
12096;2024-03-07 16:20:35;80129285.56;22;0;21;0;1728;2024-03-08;2
12097;2024-03-07 16:21:15;16018180.17;27;0;22;0;5266;2024-03-09;2
12098;2024-03-07 16:22:14;22026537.0;8;1;7;1;2663;2024-03-09;2
12099;2024-03-07 16:22:35;233683913.86;11;0;9;0;3325;2024-03-09;2
12100;2024-03-07 16:22:38;154653998.86;15;7;1;7;6262;2024-03-08;1
12101;2024-03-07 16:23:03;319910222.53;10;0;4;0;4605;2024-03-09;2
12102;2024-03-07 16:23:04;41010965.43;21;0;5;0;2454;2024-03-09;2
12103;2024-03-07 16:23:13;116346168.18;20;0;17;0;4796;2024-03-09;2
12104;2024-03-07 16:24:13;98256531.39;30;3;7;3;2668;2024-03-09;2
12105;2024-03-07 16:24:28;160008412.95;2;0;21;0;7377;2024-03-09;2
12106;2024-03-07 16:24:35;41780056.75;1;5;25;5;104;2024-03-09;2
12107;2024-03-07 16:24:45;67318676.45;27;2;20;2;1657;2024-03-09;2
12108;2024-03-07 16:24:54;28614336.87;25;8;2;8;5747;2024-03-09;2
12109;2024-03-07 16:25:25;101517425.59;22;0;1;0;3296;2024-03-09;2
12110;2024-03-07 16:26:31;237017048.58;7;0;26;0;5927;2024-03-09;2
12111;2024-03-07 16:26:44;43733090.34;20;0;3;0;128;2024-03-07;1
12112;2024-03-07 16:26:50;78355684.8;10;5;3;5;74;2024-03-09;2
12113;2024-03-07 16:27:03;84153378.54;21;3;26;3;2924;2024-03-09;2
12114;2024-03-07 16:27:16;128188357.42;15;5;26;5;6463;2024-03-08;1
12115;2024-03-07 16:27:29;186328132.09;12;0;24;0;2347;2024-03-09;2
12116;2024-03-07 16:27:38;208575560.59;2;5;29;5;182;2024-03-09;2
12117;2024-03-07 16:27:42;52489003.8;25;0;13;0;3146;2024-03-09;2
12118;2024-03-07 16:28:51;364541051.1;13;0;28;0;4214;2024-03-09;2
12119;2024-03-07 16:28:55;148808375.73;18;0;17;0;4619;2024-03-08;1
12120;2024-03-07 16:29:04;303318010.12;30;7;9;7;6146;2024-03-09;2
12121;2024-03-07 16:30:03;192176757.0;25;8;11;8;4450;2024-03-09;2
12122;2024-03-07 16:30:28;130756879.04;19;0;2;0;6803;2024-03-09;2
12123;2024-03-07 16:30:34;59452804.18;16;0;5;0;1391;2024-03-09;2
12124;2024-03-07 16:31:31;290406191.97;30;4;21;4;4884;2024-03-09;2
12125;2024-03-07 16:31:34;39704471.65;3;3;10;3;1972;2024-03-08;1
12126;2024-03-07 16:31:39;25004559.91;15;5;11;5;6423;2024-03-09;2
12127;2024-03-07 16:31:57;59987706.97;20;0;23;0;1946;2024-03-09;2
12128;2024-03-07 16:32:06;79589807.98;25;4;16;4;3105;2024-03-09;2
12129;2024-03-07 16:32:34;270114445.96;15;1;9;1;2618;2024-03-09;2
12130;2024-03-07 16:32:39;310757356.02;15;7;30;7;4559;2024-03-08;1
12131;2024-03-07 16:33:33;285284043.66;30;0;28;0;6457;2024-03-08;1
12132;2024-03-07 16:34:08;17794448.06;25;0;23;0;3996;2024-03-09;2
12133;2024-03-07 16:34:22;298371126.36;11;1;28;1;2110;2024-03-09;2
12134;2024-03-07 16:36:05;105777300.42;12;0;26;0;4151;2024-03-09;2
12135;2024-03-07 16:36:34;144749342.97;19;0;23;0;4333;2024-03-09;2
12136;2024-03-07 16:36:52;92696954.8;13;3;8;3;3665;2024-03-09;2
12137;2024-03-07 16:37:11;45037818.17;22;0;20;0;286;2024-03-08;1
12138;2024-03-07 16:39:56;34806509.98;14;0;15;0;1252;2024-03-07;1
12139;2024-03-07 16:40:38;206329327.98;17;0;24;0;3744;2024-03-09;2
12140;2024-03-07 16:40:42;156163588.03;21;0;2;0;2297;2024-03-09;2
12141;2024-03-07 16:42:08;7877251.49;6;0;9;0;2112;2024-03-08;1
12142;2024-03-07 16:42:08;67389273.97;2;4;16;4;5215;2024-03-09;2
12143;2024-03-07 16:42:54;121366844.92;13;5;8;5;333;2024-03-09;2
12144;2024-03-07 16:44:33;340889019.25;10;2;19;2;1027;2024-03-08;1
12145;2024-03-07 16:44:48;101915387.16;26;6;23;6;6916;2024-03-09;2
12146;2024-03-07 16:45:04;214233268.89;2;0;29;0;1484;2024-03-08;2
12147;2024-03-07 16:45:04;173335905.45;11;7;19;7;1618;2024-03-09;2
12148;2024-03-07 16:45:11;25015597.18;11;1;27;1;2560;2024-03-09;2
12149;2024-03-07 16:45:38;166774191.37;24;7;20;7;4192;2024-03-09;2
12150;2024-03-07 16:46:13;144749342.97;23;4;19;4;4333;2024-03-09;2
12151;2024-03-07 16:49:51;349317316.39;28;0;29;0;639;2024-03-09;2
12152;2024-03-07 16:50:54;84681611.31;16;0;20;0;6426;2024-03-08;2
12153;2024-03-07 16:51:38;28408175.53;12;0;18;0;7060;2024-03-09;2
12154;2024-03-07 16:51:39;176598414.39;11;0;17;0;4463;2024-03-08;2
12155;2024-03-07 16:51:50;255310618.39;17;0;3;0;970;2024-03-09;2
12156;2024-03-07 16:52:09;115554588.89;2;0;7;0;1631;2024-03-08;1
12157;2024-03-07 16:53:15;417122399.5;27;8;17;8;1169;2024-03-09;2
12158;2024-03-07 16:53:22;137917141.03;25;6;22;6;3705;2024-03-09;2
12159;2024-03-07 16:53:36;216091854.99;26;0;20;0;2856;2024-03-09;2
12160;2024-03-07 16:54:03;53975508.54;16;0;15;0;5818;2024-03-09;2
12161;2024-03-07 16:54:22;116230915.83;19;3;27;3;139;2024-03-09;2
12162;2024-03-07 16:54:50;103249936.26;8;0;17;0;1759;2024-03-09;2
12163;2024-03-07 16:54:54;231259617.87;7;0;21;0;268;2024-03-07;1
12164;2024-03-07 16:57:26;286684913.98;8;4;9;4;6796;2024-03-09;2
12165;2024-03-07 16:57:35;266817969.51;19;0;2;0;3429;2024-03-09;2
12166;2024-03-07 16:57:36;367566296.28;8;1;22;1;820;2024-03-09;2
12167;2024-03-07 16:58:56;50758981.86;2;0;23;0;5605;2024-03-09;2
12168;2024-03-07 17:00:18;90331832.88;27;0;29;0;4100;2024-03-08;2
12169;2024-03-07 17:00:39;253447661.92;12;0;26;0;1149;2024-03-09;2
12170;2024-03-07 17:00:48;79652767.07;30;0;13;0;2008;2024-03-09;2
12171;2024-03-07 17:01:11;46652726.63;4;0;17;0;1112;2024-03-09;2
12172;2024-03-07 17:01:34;104752215.36;16;2;7;2;4293;2024-03-09;2
12173;2024-03-07 17:01:41;132315458.2;13;0;27;0;3484;2024-03-08;2
12174;2024-03-07 17:02:29;242624514.52;30;5;5;5;718;2024-03-09;2
12175;2024-03-07 17:02:39;56000631.83;12;1;30;1;6761;2024-03-08;1
12176;2024-03-07 17:04:25;64302541.57;28;1;26;1;2794;2024-03-09;2
12177;2024-03-07 17:05:29;18272102.19;5;2;18;2;1754;2024-03-08;1
12178;2024-03-07 17:05:44;54573731.12;23;0;15;0;594;2024-03-07;1
12179;2024-03-07 17:05:46;75528025.08;7;0;23;0;3048;2024-03-08;2
12180;2024-03-07 17:05:52;67486555.41;4;0;14;0;3083;2024-03-09;2
12181;2024-03-07 17:06:24;154653998.86;1;0;15;0;6262;2024-03-08;1
12182;2024-03-07 17:06:32;121406313.24;5;7;10;7;3307;2024-03-09;2
12183;2024-03-07 17:06:38;38719463.8;6;0;14;0;1013;2024-03-09;2
12184;2024-03-07 17:07:24;59892147.0;27;0;7;0;2526;2024-03-09;2
12185;2024-03-07 17:07:32;47859847.55;19;6;26;6;1020;2024-03-09;2
12186;2024-03-07 17:08:37;138624905.98;12;0;25;0;5915;2024-03-09;2
12187;2024-03-07 17:09:04;291839464.86;25;8;22;8;600;2024-03-08;1
12188;2024-03-07 17:09:42;20333746.81;21;0;6;0;5073;2024-03-09;2
12189;2024-03-07 17:10:14;118441382.75;4;0;26;0;2778;2024-03-09;2
12190;2024-03-07 17:11:18;53689115.41;6;0;11;0;6456;2024-03-09;2
12191;2024-03-07 17:11:21;102650343.01;10;7;27;7;2261;2024-03-09;2
12192;2024-03-07 17:12:31;49686041.77;5;0;30;0;5553;2024-03-08;2
12193;2024-03-07 17:12:33;68792612.53;24;7;20;7;3244;2024-03-09;2
12194;2024-03-07 17:14:41;95767973.26;1;0;9;0;5923;2024-03-09;2
12195;2024-03-07 17:14:48;90760396.48;26;0;28;0;2066;2024-03-09;2
12196;2024-03-07 17:14:56;282064578.3;21;0;15;0;1061;2024-03-09;2
12197;2024-03-07 17:15:02;23554897.83;11;6;19;6;5617;2024-03-09;2
12198;2024-03-07 17:15:17;312613965.7;15;7;13;7;2507;2024-03-08;1
12199;2024-03-07 17:15:54;122580989.33;23;1;21;1;5259;2024-03-09;2
12200;2024-03-07 17:16:04;11778628.36;29;4;6;4;1132;2024-03-09;2
12201;2024-03-07 17:17:36;21377530.88;2;8;14;8;4390;2024-03-09;2
12202;2024-03-07 17:19:15;101995854.99;12;0;15;0;1707;2024-03-09;2
12203;2024-03-07 17:20:05;79311870.93;19;0;3;0;4740;2024-03-09;2
12204;2024-03-07 17:20:12;54017349.16;16;0;28;0;2259;2024-03-09;2
12205;2024-03-07 17:20:49;32985162.58;17;5;3;5;3156;2024-03-09;2
12206;2024-03-07 17:21:39;82524152.35;29;5;26;5;2916;2024-03-08;1
12207;2024-03-07 17:21:42;91116119.18;21;6;23;6;5275;2024-03-09;2
12208;2024-03-07 17:22:14;255338986.71;5;0;22;0;5199;2024-03-09;2
12209;2024-03-07 17:22:17;42186663.53;17;4;24;4;6499;2024-03-09;2
12210;2024-03-07 17:22:46;136515970.96;10;7;21;7;2937;2024-03-09;2
12211;2024-03-07 17:22:47;23355060.9;9;0;4;0;4080;2024-03-09;2
12212;2024-03-07 17:22:51;150536604.84;2;0;3;0;2860;2024-03-09;2
12213;2024-03-07 17:23:46;73698587.22;20;2;3;2;4903;2024-03-09;2
12214;2024-03-07 17:23:53;103685454.26;12;0;1;0;1247;2024-03-09;2
12215;2024-03-07 17:24:05;223558584.65;22;0;25;0;5141;2024-03-08;2
12216;2024-03-07 17:25:14;159763195.05;30;8;5;8;119;2024-03-09;2
12217;2024-03-07 17:25:15;188874084.28;7;0;28;0;4753;2024-03-09;2
12218;2024-03-07 17:25:45;50872408.84;4;0;10;0;3358;2024-03-09;2
12219;2024-03-07 17:27:13;210176691.91;9;0;17;0;7078;2024-03-09;2
12220;2024-03-07 17:27:15;20519275.34;1;0;28;0;4044;2024-03-09;2
12221;2024-03-07 17:27:31;212028332.57;25;8;7;8;6815;2024-03-09;2
12222;2024-03-07 17:27:34;274238838.39;12;2;22;2;4411;2024-03-09;2
12223;2024-03-07 17:28:00;131301979.88;24;5;7;5;3720;2024-03-08;1
12224;2024-03-07 17:28:05;51032749.76;23;0;12;0;1250;2024-03-09;2
12225;2024-03-07 17:28:25;26886113.65;26;0;29;0;3683;2024-03-08;2
12226;2024-03-07 17:28:31;52065899.64;7;0;16;0;1245;2024-03-08;1
12227;2024-03-07 17:28:41;263305492.33;4;6;29;6;2127;2024-03-09;2
12228;2024-03-07 17:28:50;47422616.91;19;1;5;1;2138;2024-03-09;2
12229;2024-03-07 17:29:22;13910405.34;11;6;8;6;3497;2024-03-09;2
12230;2024-03-07 17:29:24;27660437.02;12;3;5;3;468;2024-03-09;2
12231;2024-03-07 17:29:29;367566296.28;22;0;8;0;820;2024-03-09;2
12232;2024-03-07 17:29:38;63459844.84;13;4;2;4;5288;2024-03-08;1
12233;2024-03-07 17:30:43;158049202.43;27;6;10;6;2988;2024-03-09;2
12234;2024-03-07 17:31:01;148808375.73;17;7;18;7;4619;2024-03-08;1
12235;2024-03-07 17:31:47;277003098.12;29;0;16;0;6293;2024-03-09;2
12236;2024-03-07 17:33:54;392724570.5;28;0;2;0;5960;2024-03-09;2
12237;2024-03-07 17:34:01;225714387.06;3;3;26;3;3489;2024-03-09;2
12238;2024-03-07 17:34:13;108297279.57;6;7;28;7;3853;2024-03-09;2
12239;2024-03-07 17:35:09;298371126.36;28;0;11;0;2110;2024-03-09;2
12240;2024-03-07 17:35:24;145350041.39;13;0;17;0;1619;2024-03-09;2
12241;2024-03-07 17:35:28;134141510.01;15;0;29;0;5551;2024-03-08;1
12242;2024-03-07 17:35:38;233683913.86;9;5;11;5;3325;2024-03-09;2
12243;2024-03-07 17:35:41;137580386.94;25;5;15;5;2186;2024-03-09;2
12244;2024-03-07 17:35:50;156163588.03;2;8;21;8;2297;2024-03-09;2
12245;2024-03-07 17:38:48;58415333.52;25;7;15;7;4901;2024-03-09;2
12246;2024-03-07 17:38:58;8731477.24;8;0;9;0;4298;2024-03-09;2
12247;2024-03-07 17:40:24;100508318.43;3;0;23;0;3799;2024-03-08;2
12248;2024-03-07 17:40:26;23355060.9;4;7;9;7;4080;2024-03-09;2
12249;2024-03-07 17:41:04;31405641.76;8;0;24;0;4451;2024-03-08;2
12250;2024-03-07 17:41:34;40184601.79;13;4;6;4;5320;2024-03-09;2
12251;2024-03-07 17:42:03;242137040.47;24;0;1;0;2781;2024-03-09;2
12252;2024-03-07 17:42:03;347187144.92;30;0;11;0;5001;2024-03-07;1
12253;2024-03-07 17:42:58;103457840.02;7;0;25;0;3374;2024-03-09;2
12254;2024-03-07 17:44:33;422441583.51;22;0;15;0;5712;2024-03-09;2
12255;2024-03-07 17:45:31;15145130.62;1;0;25;0;479;2024-03-09;2
12256;2024-03-07 17:45:42;392724570.5;2;3;28;3;5960;2024-03-09;2
12257;2024-03-07 17:46:02;63994839.4;16;7;15;7;876;2024-03-09;2
12258;2024-03-07 17:46:14;92482862.77;7;3;28;3;2322;2024-03-09;2
12259;2024-03-07 17:47:02;202040823.66;24;3;12;3;3265;2024-03-09;2
12260;2024-03-07 17:47:31;59188607.05;25;0;2;0;6173;2024-03-09;2
12261;2024-03-07 17:47:39;11364344.65;18;6;27;6;2901;2024-03-09;2
12262;2024-03-07 17:47:40;157953902.62;25;1;29;1;661;2024-03-09;2
12263;2024-03-07 17:48:43;69074892.79;13;8;3;8;4466;2024-03-08;1
12264;2024-03-07 17:49:35;59556907.93;10;0;8;0;1319;2024-03-08;1
12265;2024-03-07 17:49:37;53599178.47;16;0;28;0;7161;2024-03-09;2
12266;2024-03-07 17:50:13;319910222.53;4;1;10;1;4605;2024-03-09;2
12267;2024-03-07 17:50:56;151356806.03;12;8;1;8;239;2024-03-08;1
12268;2024-03-07 17:51:24;229983653.3;29;0;19;0;2987;2024-03-08;2
12269;2024-03-07 17:51:38;129965718.29;23;3;2;3;2407;2024-03-08;1
12270;2024-03-07 17:52:19;252954813.12;30;1;5;1;6897;2024-03-09;2
12271;2024-03-07 17:52:56;169319797.56;17;7;12;7;6117;2024-03-09;2
12272;2024-03-07 17:53:49;43981952.23;14;0;19;0;3590;2024-03-09;2
12273;2024-03-07 17:54:10;160520080.11;20;0;5;0;6275;2024-03-09;2
12274;2024-03-07 17:54:10;293189798.76;11;0;27;0;751;2024-03-08;2
12275;2024-03-07 17:54:21;217407868.85;6;4;21;4;3618;2024-03-08;1
12276;2024-03-07 17:55:00;57101304.47;12;8;4;8;5136;2024-03-08;1
12277;2024-03-07 17:55:32;70872067.58;10;0;20;0;2488;2024-03-09;2
12278;2024-03-07 17:55:38;84011179.12;10;0;2;0;2842;2024-03-09;2
12279;2024-03-07 17:56:28;71716806.95;9;7;12;7;7409;2024-03-09;2
12280;2024-03-07 17:57:45;420102282.29;22;0;16;0;6648;2024-03-09;2
12281;2024-03-07 17:57:56;35555003.97;4;0;25;0;7091;2024-03-09;2
12282;2024-03-07 17:57:59;56157382.44;3;0;10;0;920;2024-03-08;2
12283;2024-03-07 17:58:34;86038984.33;10;0;3;0;5387;2024-03-09;2
12284;2024-03-07 17:58:44;30714478.73;5;0;26;0;1847;2024-03-09;2
12285;2024-03-07 17:58:50;97201413.29;22;0;3;0;1058;2024-03-09;2
12286;2024-03-07 17:58:58;124138614.16;12;0;4;0;2330;2024-03-09;2
12287;2024-03-07 18:00:18;87413923.22;3;4;7;4;4670;2024-03-08;1
12288;2024-03-07 18:00:19;458919830.09;2;4;19;4;5170;2024-03-08;1
12289;2024-03-07 18:00:31;29376480.26;5;6;6;6;2436;2024-03-09;2
12290;2024-03-07 18:01:30;137545913.95;3;0;8;0;1714;2024-03-09;2
12291;2024-03-07 18:02:17;97691480.95;15;6;18;6;3153;2024-03-09;2
12292;2024-03-07 18:02:32;283057575.25;9;0;10;0;3563;2024-03-09;2
12293;2024-03-07 18:03:52;135097537.19;20;0;26;0;3492;2024-03-09;2
12294;2024-03-07 18:04:11;90025442.88;9;0;16;0;3801;2024-03-09;2
12295;2024-03-07 18:04:41;61244092.01;24;1;26;1;7104;2024-03-08;1
12296;2024-03-07 18:06:29;47734350.93;26;0;24;0;533;2024-03-09;2
12297;2024-03-07 18:09:04;60445349.93;12;5;8;5;3101;2024-03-09;2
12298;2024-03-07 18:09:04;69499318.17;29;5;18;5;3371;2024-03-09;2
12299;2024-03-07 18:09:58;168465908.88;14;3;10;3;4309;2024-03-08;1
12300;2024-03-07 18:10:19;157230337.9;14;6;1;6;2164;2024-03-09;2
12301;2024-03-07 18:10:46;62370968.25;17;6;20;6;5943;2024-03-09;2
12302;2024-03-07 18:10:59;249649077.44;9;1;24;1;6388;2024-03-08;1
12303;2024-03-07 18:11:24;456370781.2;12;2;24;2;3911;2024-03-09;2
12304;2024-03-07 18:11:54;100553605.75;22;1;24;1;790;2024-03-09;2
12305;2024-03-07 18:12:01;124447044.76;6;8;3;8;5408;2024-03-09;2
12306;2024-03-07 18:12:39;154814435.39;11;6;8;6;4228;2024-03-09;2
12307;2024-03-07 18:12:41;92382525.42;27;0;9;0;3170;2024-03-09;2
12308;2024-03-07 18:12:49;196661996.28;24;0;16;0;6171;2024-03-09;2
12309;2024-03-07 18:13:01;129729389.89;8;0;20;0;1026;2024-03-08;2
12310;2024-03-07 18:13:31;233321969.14;2;0;12;0;7143;2024-03-08;1
12311;2024-03-07 18:13:48;61009120.88;26;3;16;3;2310;2024-03-08;1
12312;2024-03-07 18:15:10;117298987.88;10;1;13;1;6647;2024-03-09;2
12313;2024-03-07 18:15:12;139927201.9;24;8;1;8;5896;2024-03-09;2
12314;2024-03-07 18:15:23;70561953.23;18;0;26;0;7005;2024-03-09;2
12315;2024-03-07 18:15:52;186074545.85;3;7;20;7;2222;2024-03-09;2
12316;2024-03-07 18:16:12;122580989.33;21;0;23;0;5259;2024-03-09;2
12317;2024-03-07 18:16:21;49095803.71;16;4;1;4;2589;2024-03-09;2
12318;2024-03-07 18:16:25;56975101.37;12;6;4;6;2085;2024-03-09;2
12319;2024-03-07 18:16:38;75382540.47;30;0;9;0;4421;2024-03-08;1
12320;2024-03-07 18:16:54;197632537.2;26;0;29;0;5679;2024-03-09;2
12321;2024-03-07 18:17:29;100135717.19;13;0;21;0;5894;2024-03-09;2
12322;2024-03-07 18:17:52;143973973.22;2;6;18;6;843;2024-03-09;2
12323;2024-03-07 18:18:10;453414807.52;24;0;4;0;5897;2024-03-09;2
12324;2024-03-07 18:18:25;101995854.99;15;7;12;7;1707;2024-03-09;2
12325;2024-03-07 18:18:54;55189629.5;15;0;10;0;3184;2024-03-09;2
12326;2024-03-07 18:21:18;284402959.06;24;0;1;0;4949;2024-03-09;2
12327;2024-03-07 18:21:22;49686920.89;14;0;10;0;6724;2024-03-09;2
12328;2024-03-07 18:23:38;397859324.9;17;0;30;0;3478;2024-03-09;2
12329;2024-03-07 18:23:47;330380005.93;13;0;21;0;6494;2024-03-08;2
12330;2024-03-07 18:23:52;56000631.83;30;0;12;0;6761;2024-03-08;1
12331;2024-03-07 18:24:17;111947259.58;23;0;5;0;5849;2024-03-09;2
12332;2024-03-07 18:24:31;43716090.87;15;0;16;0;3021;2024-03-09;2
12333;2024-03-07 18:25:20;96526029.11;27;0;20;0;3961;2024-03-09;2
12334;2024-03-07 18:26:30;60317737.77;26;0;7;0;3851;2024-03-09;2
12335;2024-03-07 18:27:26;141093720.66;1;0;14;0;5738;2024-03-09;2
12336;2024-03-07 18:28:06;277003098.12;16;2;29;2;6293;2024-03-09;2
12337;2024-03-07 18:29:12;312613965.7;13;0;15;0;2507;2024-03-08;1
12338;2024-03-07 18:30:10;158379362.33;28;0;13;0;6178;2024-03-09;2
12339;2024-03-07 18:30:40;38719463.8;14;8;6;8;1013;2024-03-09;2
12340;2024-03-07 18:31:11;17410173.99;6;0;28;0;3901;2024-03-08;2
12341;2024-03-07 18:31:35;300239367.18;17;0;19;0;4640;2024-03-09;2
12342;2024-03-07 18:32:03;39645494.46;2;0;22;0;3451;2024-03-09;2
12343;2024-03-07 18:32:04;102578293.99;21;0;9;0;102;2024-03-09;2
12344;2024-03-07 18:32:53;236426011.21;11;0;17;0;7469;2024-03-09;2
12345;2024-03-07 18:33:19;114934668.74;6;3;14;3;4693;2024-03-09;2
12346;2024-03-07 18:33:59;190491228.24;12;0;11;0;6800;2024-03-08;2
12347;2024-03-07 18:34:54;16061160.14;27;5;2;5;4321;2024-03-08;1
12348;2024-03-07 18:35:27;41010965.43;5;7;21;7;2454;2024-03-09;2
12349;2024-03-07 18:35:28;259080803.93;9;0;21;0;7462;2024-03-09;2
12350;2024-03-07 18:36:04;70549132.92;27;0;12;0;3364;2024-03-08;2
12351;2024-03-07 18:36:35;99062493.21;7;1;9;1;6132;2024-03-09;2
12352;2024-03-07 18:37:43;183254049.33;19;0;28;0;7067;2024-03-09;2
12353;2024-03-07 18:38:38;122738292.61;10;0;27;0;7464;2024-03-08;1
12354;2024-03-07 18:39:28;11012234.41;24;8;14;8;5082;2024-03-09;2
12355;2024-03-07 18:40:31;271761676.34;17;3;21;3;4724;2024-03-09;2
12356;2024-03-07 18:40:45;161518604.16;3;3;10;3;5446;2024-03-09;2
12357;2024-03-07 18:41:29;288567191.48;25;5;10;5;4087;2024-03-09;2
12358;2024-03-07 18:42:09;117764350.36;10;7;3;7;5865;2024-03-09;2
12359;2024-03-07 18:43:11;163358471.23;7;0;29;0;562;2024-03-08;2
12360;2024-03-07 18:44:19;82524152.35;26;0;29;0;2916;2024-03-08;1
12361;2024-03-07 18:45:07;125075026.07;13;1;12;1;917;2024-03-09;2
12362;2024-03-07 18:45:08;69752208.58;22;0;21;0;2700;2024-03-09;2
12363;2024-03-07 18:45:43;173347497.68;17;7;30;7;3191;2024-03-08;1
12364;2024-03-07 18:47:23;261718125.23;24;0;28;0;4033;2024-03-08;2
12365;2024-03-07 18:47:31;141061899.13;24;0;25;0;3029;2024-03-08;2
12366;2024-03-07 18:47:44;81507773.93;15;0;9;0;4034;2024-03-09;2
12367;2024-03-07 18:48:06;397859324.9;30;8;17;8;3478;2024-03-09;2
12368;2024-03-07 18:48:35;441991295.8;19;0;14;0;443;2024-03-09;2
12369;2024-03-07 18:48:41;148388584.41;11;0;18;0;633;2024-03-08;2
12370;2024-03-07 18:50:13;63848523.66;8;0;6;0;2947;2024-03-09;2
12371;2024-03-07 18:50:32;20225012.1;7;6;21;6;5578;2024-03-09;2
12372;2024-03-07 18:50:32;350644632.64;19;0;27;0;6896;2024-03-08;2
12373;2024-03-07 18:50:55;132681652.07;16;6;3;6;3011;2024-03-08;1
12374;2024-03-07 18:51:15;71497253.06;26;8;14;8;7123;2024-03-09;2
12375;2024-03-07 18:51:16;438652286.52;22;0;14;0;498;2024-03-09;2
12376;2024-03-07 18:51:31;260889236.99;16;5;17;5;2725;2024-03-09;2
12377;2024-03-07 18:52:10;138624905.98;25;6;12;6;5915;2024-03-09;2
12378;2024-03-07 18:52:11;118283945.11;13;8;15;8;584;2024-03-09;2
12379;2024-03-07 18:53:47;56355990.05;11;0;28;0;392;2024-03-09;2
12380;2024-03-07 18:55:12;124566550.21;28;3;8;3;5224;2024-03-09;2
12381;2024-03-07 18:55:21;61558238.03;1;6;14;6;1274;2024-03-09;2
12382;2024-03-07 18:56:09;111976400.67;10;3;14;3;6926;2024-03-09;2
12383;2024-03-07 18:56:17;145350041.39;17;6;13;6;1619;2024-03-09;2
12384;2024-03-07 18:56:17;144723276.31;2;4;19;4;2980;2024-03-09;2
12385;2024-03-07 18:56:22;200825714.25;26;0;19;0;1084;2024-03-08;2
12386;2024-03-07 18:57:04;60460383.32;7;0;24;0;5933;2024-03-09;2
12387;2024-03-07 18:57:05;186388946.46;17;0;7;0;5898;2024-03-08;2
12388;2024-03-07 18:57:59;351978058.57;17;0;10;0;4970;2024-03-08;2
12389;2024-03-07 18:58:18;277835432.84;23;3;21;3;3947;2024-03-09;2
12390;2024-03-07 18:58:37;183162242.3;15;6;26;6;1704;2024-03-09;2
12391;2024-03-07 18:59:09;79358494.94;7;3;1;3;95;2024-03-08;1
12392;2024-03-07 18:59:11;165389937.31;8;3;10;3;4319;2024-03-09;2
12393;2024-03-07 18:59:30;190607066.77;10;0;21;0;5012;2024-03-09;2
12394;2024-03-07 19:00:24;261389979.92;18;7;5;7;841;2024-03-09;2
12395;2024-03-07 19:00:41;81780855.62;12;0;15;0;4745;2024-03-09;2
12396;2024-03-07 19:00:57;100714115.35;24;2;11;2;1970;2024-03-09;2
12397;2024-03-07 19:01:42;197943924.41;11;0;17;0;2877;2024-03-09;2
12398;2024-03-07 19:02:23;67496183.63;28;4;8;4;2705;2024-03-09;2
